pickup_location,drop_location,AverageDistance
"Clinton Hill, Boro Zone, Brooklyn","Marine Park/Floyd Bennett Field, Boro Zone, Brooklyn",16.58
"Clinton Hill, Boro Zone, Brooklyn","Marine Park/Mill Basin, Boro Zone, Brooklyn",6.2025
"Clinton Hill, Boro Zone, Brooklyn","Mariners Harbor, Boro Zone, Staten Island",18.36333333
"Clinton Hill, Boro Zone, Brooklyn","Maspeth, Boro Zone, Queens",5.248461538
"Clinton Hill, Boro Zone, Brooklyn","Meatpacking/West Village West, Yellow Zone, Manhattan",4.630909091
"Clinton Hill, Boro Zone, Brooklyn","Melrose South, Boro Zone, Bronx",10.683
"Clinton Hill, Boro Zone, Brooklyn","Middle Village, Boro Zone, Queens",7.66875
"Clinton Hill, Boro Zone, Brooklyn","Midtown Center, Yellow Zone, Manhattan",8.428611111
"Clinton Hill, Boro Zone, Brooklyn","Midtown East, Yellow Zone, Manhattan",8.161428571
"Clinton Hill, Boro Zone, Brooklyn","Midtown North, Yellow Zone, Manhattan",6.97
"Clinton Hill, Boro Zone, Brooklyn","Midtown South, Yellow Zone, Manhattan",6.625
"Clinton Hill, Boro Zone, Brooklyn","Midwood, Boro Zone, Brooklyn",4.8192
"Clinton Hill, Boro Zone, Brooklyn","Morningside Heights, Boro Zone, Manhattan",13.275
"Clinton Hill, Boro Zone, Brooklyn","Morrisania/Melrose, Boro Zone, Bronx",13.984375
"Clinton Hill, Boro Zone, Brooklyn","Mott Haven/Port Morris, Boro Zone, Bronx",12.80068966
"Clinton Hill, Boro Zone, Brooklyn","Mount Hope, Boro Zone, Bronx",14.25066667
"Clinton Hill, Boro Zone, Brooklyn","Murray Hill, Yellow Zone, Manhattan",7.303846154
"Clinton Hill, Boro Zone, Brooklyn","North Corona, Boro Zone, Queens",11.235
"Clinton Hill, Boro Zone, Brooklyn","Norwood, Boro Zone, Bronx",19.3825
"Clinton Hill, Boro Zone, Brooklyn","Ocean Hill, Boro Zone, Brooklyn",3.168109453
"Clinton Hill, Boro Zone, Brooklyn","Ocean Parkway South, Boro Zone, Brooklyn",6.032
"Clinton Hill, Boro Zone, Brooklyn","Old Astoria, Boro Zone, Queens",9.115
"Clinton Hill, Boro Zone, Brooklyn","Ozone Park, Boro Zone, Queens",9.19
"Clinton Hill, Boro Zone, Brooklyn","Park Slope, Boro Zone, Brooklyn",1.855595855
"Clinton Hill, Boro Zone, Brooklyn","Parkchester, Boro Zone, Bronx",11.466
"Clinton Hill, Boro Zone, Brooklyn","Pelham Bay Park, Boro Zone, Bronx",20.83
"Clinton Hill, Boro Zone, Brooklyn","Pelham Parkway, Boro Zone, Bronx",18.9425
"Clinton Hill, Boro Zone, Brooklyn","Penn Station/Madison Sq West, Yellow Zone, Manhattan",6.511818182
"Clinton Hill, Boro Zone, Brooklyn","Prospect-Lefferts Gardens, Boro Zone, Brooklyn",2.489765625
"Clinton Hill, Boro Zone, Brooklyn","Prospect Heights, Boro Zone, Brooklyn",1.021637631
"Clinton Hill, Boro Zone, Brooklyn","Prospect Park, Boro Zone, Brooklyn",1.8855
"Clinton Hill, Boro Zone, Brooklyn","Queens Village, Boro Zone, Queens",16.8975
"Clinton Hill, Boro Zone, Brooklyn","Queensbridge/Ravenswood, Boro Zone, Queens",6.201666667
"Clinton Hill, Boro Zone, Brooklyn","Randalls Island, Yellow Zone, Manhattan",10.87642857
"Clinton Hill, Boro Zone, Brooklyn","Red Hook, Boro Zone, Brooklyn",3.898333333
"Clinton Hill, Boro Zone, Brooklyn","Rego Park, Boro Zone, Queens",7.585
"Clinton Hill, Boro Zone, Brooklyn","Richmond Hill, Boro Zone, Queens",12.00762463
"Clinton Hill, Boro Zone, Brooklyn","Ridgewood, Boro Zone, Queens",4.262580645
"Clinton Hill, Boro Zone, Brooklyn","Rockaway Park, Boro Zone, Queens",13.46
"Clinton Hill, Boro Zone, Brooklyn","Rosedale, Boro Zone, Queens",13.639
"Clinton Hill, Boro Zone, Brooklyn","Saint Albans, Boro Zone, Queens",11.9628
"Clinton Hill, Boro Zone, Brooklyn","Saint Michaels Cemetery/Woodside, Boro Zone, Queens",7.53
"Clinton Hill, Boro Zone, Brooklyn","Seaport, Yellow Zone, Manhattan",3.6375
"Clinton Hill, Boro Zone, Brooklyn","Sheepshead Bay, Boro Zone, Brooklyn",8.933333333
"Clinton Hill, Boro Zone, Brooklyn","SoHo, Yellow Zone, Manhattan",3.826363636
"Clinton Hill, Boro Zone, Brooklyn","Soundview/Bruckner, Boro Zone, Bronx",16.8325
"Clinton Hill, Boro Zone, Brooklyn","Soundview/Castle Hill, Boro Zone, Bronx",13.96423077
"Clinton Hill, Boro Zone, Brooklyn","South Jamaica, Boro Zone, Queens",10.67
"Clinton Hill, Boro Zone, Brooklyn","South Ozone Park, Boro Zone, Queens",11.33916667
"Clinton Hill, Boro Zone, Brooklyn","South Williamsburg, Boro Zone, Brooklyn",1.554347826
"Clinton Hill, Boro Zone, Brooklyn","Springfield Gardens North, Boro Zone, Queens",13.4125
"Clinton Hill, Boro Zone, Brooklyn","Springfield Gardens South, Boro Zone, Queens",13.534
"Clinton Hill, Boro Zone, Brooklyn","Spuyten Duyvil/Kingsbridge, Boro Zone, Bronx",12.50333333
"Clinton Hill, Boro Zone, Brooklyn","Stapleton, Boro Zone, Staten Island",0
"Clinton Hill, Boro Zone, Brooklyn","Starrett City, Boro Zone, Brooklyn",5.27173913
"Clinton Hill, Boro Zone, Brooklyn","Steinway, Boro Zone, Queens",8.917307692
"Clinton Hill, Boro Zone, Brooklyn","Stuy Town/Peter Cooper Village, Yellow Zone, Manhattan",6.4475
"Clinton Hill, Boro Zone, Brooklyn","Stuyvesant Heights, Boro Zone, Brooklyn",1.957411576
"Clinton Hill, Boro Zone, Brooklyn","Sunnyside, Boro Zone, Queens",6.369285714
"Clinton Hill, Boro Zone, Brooklyn","Sunset Park East, Boro Zone, Brooklyn",5.455714286
"Clinton Hill, Boro Zone, Brooklyn","Sunset Park West, Boro Zone, Brooklyn",4.797538462
"Clinton Hill, Boro Zone, Brooklyn","Sutton Place/Turtle Bay North, Yellow Zone, Manhattan",8.274285714
"Clinton Hill, Boro Zone, Brooklyn","Times Sq/Theatre District, Yellow Zone, Manhattan",7.9645
"Clinton Hill, Boro Zone, Brooklyn","TriBeCa/Civic Center, Yellow Zone, Manhattan",3.663898305
"Clinton Hill, Boro Zone, Brooklyn","Two Bridges/Seward Park, Yellow Zone, Manhattan",3.949189189
"Clinton Hill, Boro Zone, Brooklyn","UN/Turtle Bay South, Yellow Zone, Manhattan",8.259473684
"Clinton Hill, Boro Zone, Brooklyn","Union Sq, Yellow Zone, Manhattan",5.364634146
"Clinton Hill, Boro Zone, Brooklyn","University Heights/Morris Heights, Boro Zone, Bronx",17.474
"Clinton Hill, Boro Zone, Brooklyn","Upper East Side North, Yellow Zone, Manhattan",10.06807692
"Clinton Hill, Boro Zone, Brooklyn","Upper East Side South, Yellow Zone, Manhattan",8.763181818
"Clinton Hill, Boro Zone, Brooklyn","Upper West Side North, Yellow Zone, Manhattan",10.746
"Clinton Hill, Boro Zone, Brooklyn","Upper West Side South, Yellow Zone, Manhattan",10.06
"Clinton Hill, Boro Zone, Brooklyn","Van Cortlandt Park, Boro Zone, Bronx",19.95
"Clinton Hill, Boro Zone, Brooklyn","Van Cortlandt Village, Boro Zone, Bronx",19.788
"Clinton Hill, Boro Zone, Brooklyn","Van Nest/Morris Park, Boro Zone, Bronx",20.27
"Clinton Hill, Boro Zone, Brooklyn","Washington Heights North, Boro Zone, Manhattan",16.86
"Clinton Hill, Boro Zone, Brooklyn","Washington Heights South, Boro Zone, Manhattan",14.53346154
"Clinton Hill, Boro Zone, Brooklyn","West Chelsea/Hudson Yards, Yellow Zone, Manhattan",6.65375
"Clinton Hill, Boro Zone, Brooklyn","West Concourse, Boro Zone, Bronx",12.294
"Clinton Hill, Boro Zone, Brooklyn","West Farms/Bronx River, Boro Zone, Bronx",10.85333333
"Clinton Hill, Boro Zone, Brooklyn","West Village, Yellow Zone, Manhattan",4.835333333
"Clinton Hill, Boro Zone, Brooklyn","Westchester Village/Unionport, Boro Zone, Bronx",19.83
"Clinton Hill, Boro Zone, Brooklyn","Whitestone, Boro Zone, Queens",13.48
"Clinton Hill, Boro Zone, Brooklyn","Williamsbridge/Olinville, Boro Zone, Bronx",16.28833333
"Clinton Hill, Boro Zone, Brooklyn","Williamsburg (North Side), Boro Zone, Brooklyn",3.079878049
"Clinton Hill, Boro Zone, Brooklyn","Williamsburg (South Side), Boro Zone, Brooklyn",2.256666667
"Clinton Hill, Boro Zone, Brooklyn","Windsor Terrace, Boro Zone, Brooklyn",3.058275862
"Clinton Hill, Boro Zone, Brooklyn","Woodhaven, Boro Zone, Queens",8.3625
"Clinton Hill, Boro Zone, Brooklyn","Woodlawn/Wakefield, Boro Zone, Bronx",0
"Clinton Hill, Boro Zone, Brooklyn","Woodside, Boro Zone, Queens",6.178333333
"Clinton Hill, Boro Zone, Brooklyn","World Trade Center, Yellow Zone, Manhattan",3.487777778
"Clinton Hill, Boro Zone, Brooklyn","Yorkville East, Yellow Zone, Manhattan",9.375714286
"Clinton Hill, Boro Zone, Brooklyn","Yorkville West, Yellow Zone, Manhattan",10.41842105
"Clinton West, Yellow Zone, Manhattan","Allerton/Pelham Gardens, Boro Zone, Bronx",14.14
"Clinton West, Yellow Zone, Manhattan","Astoria, Boro Zone, Queens",4.73
"Clinton West, Yellow Zone, Manhattan","Baisley Park, Boro Zone, Queens",16.2
"Clinton West, Yellow Zone, Manhattan","Bay Ridge, Boro Zone, Brooklyn",22.57
"Clinton West, Yellow Zone, Manhattan","Bloomingdale, Yellow Zone, Manhattan",5.96
"Clinton West, Yellow Zone, Manhattan","Boerum Hill, Boro Zone, Brooklyn",8
"Clinton West, Yellow Zone, Manhattan","Briarwood/Jamaica Hills, Boro Zone, Queens",13.26
"Clinton West, Yellow Zone, Manhattan","Bronxdale, Boro Zone, Bronx",12.8625
"Clinton West, Yellow Zone, Manhattan","Brownsville, Boro Zone, Brooklyn",10.574
"Clinton West, Yellow Zone, Manhattan","Canarsie, Boro Zone, Brooklyn",13.71
"Clinton West, Yellow Zone, Manhattan","Central Harlem, Boro Zone, Manhattan",4.776153846
"Clinton West, Yellow Zone, Manhattan","Central Harlem North, Boro Zone, Manhattan",6.1925
"Clinton West, Yellow Zone, Manhattan","Claremont/Bathgate, Boro Zone, Bronx",9.805
"Clinton West, Yellow Zone, Manhattan","Clinton East, Yellow Zone, Manhattan",0.697142857
"Clinton West, Yellow Zone, Manhattan","Clinton Hill, Boro Zone, Brooklyn",7.053333333
"Clinton West, Yellow Zone, Manhattan","Clinton West, Yellow Zone, Manhattan",0.32
"Clinton West, Yellow Zone, Manhattan","Co-Op City, Boro Zone, Bronx",29.39
"Clinton West, Yellow Zone, Manhattan","Cobble Hill, Boro Zone, Brooklyn",4.946666667
"Clinton West, Yellow Zone, Manhattan","Coney Island, Boro Zone, Brooklyn",17.225
"Clinton West, Yellow Zone, Manhattan","Crotona Park, Boro Zone, Bronx",10.59
"Clinton West, Yellow Zone, Manhattan","Crown Heights North, Boro Zone, Brooklyn",8.584
"Clinton West, Yellow Zone, Manhattan","Crown Heights South, Boro Zone, Brooklyn",10.75
"Clinton West, Yellow Zone, Manhattan","Downtown Brooklyn/MetroTech, Boro Zone, Brooklyn",7.89
"Clinton West, Yellow Zone, Manhattan","Dyker Heights, Boro Zone, Brooklyn",33.22
"Clinton West, Yellow Zone, Manhattan","East Concourse/Concourse Village, Boro Zone, Bronx",7.3575
"Clinton West, Yellow Zone, Manhattan","East Flatbush/Remsen Village, Boro Zone, Brooklyn",11.2175
"Clinton West, Yellow Zone, Manhattan","East Harlem North, Boro Zone, Manhattan",5.90875
"Clinton West, Yellow Zone, Manhattan","East Harlem South, Boro Zone, Manhattan",4.265
"Clinton West, Yellow Zone, Manhattan","East New York, Boro Zone, Brooklyn",20.8775
"Clinton West, Yellow Zone, Manhattan","East Tremont, Boro Zone, Bronx",10.0775
"Clinton West, Yellow Zone, Manhattan","East Village, Yellow Zone, Manhattan",3.18
"Clinton West, Yellow Zone, Manhattan","East Williamsburg, Boro Zone, Brooklyn",5.5
"Clinton West, Yellow Zone, Manhattan","Eastchester, Boro Zone, Bronx",14.73
"Clinton West, Yellow Zone, Manhattan","Flatbush/Ditmas Park, Boro Zone, Brooklyn",11.03
"Clinton West, Yellow Zone, Manhattan","Flatlands, Boro Zone, Brooklyn",12.48
"Clinton West, Yellow Zone, Manhattan","Flushing, Boro Zone, Queens",12.19
"Clinton West, Yellow Zone, Manhattan","Flushing Meadows-Corona Park, Boro Zone, Queens",15.95
"Clinton West, Yellow Zone, Manhattan","Fordham South, Boro Zone, Bronx",9.49
"Clinton West, Yellow Zone, Manhattan","Forest Hills, Boro Zone, Queens",8.59
"Clinton West, Yellow Zone, Manhattan","Fort Greene, Boro Zone, Brooklyn",7.223333333
"Clinton West, Yellow Zone, Manhattan","Gramercy, Yellow Zone, Manhattan",3.32
"Clinton West, Yellow Zone, Manhattan","Gravesend, Boro Zone, Brooklyn",16.54
"Clinton West, Yellow Zone, Manhattan","Greenpoint, Boro Zone, Brooklyn",5.13
"Clinton West, Yellow Zone, Manhattan","Hamilton Heights, Boro Zone, Manhattan",5.986666667
"Clinton West, Yellow Zone, Manhattan","Highbridge, Boro Zone, Bronx",8.07
"Clinton West, Yellow Zone, Manhattan","Highbridge Park, Boro Zone, Manhattan",9.14
"Clinton West, Yellow Zone, Manhattan","Homecrest, Boro Zone, Brooklyn",14.105
"Clinton West, Yellow Zone, Manhattan","Howard Beach, Boro Zone, Queens",18.13
"Clinton West, Yellow Zone, Manhattan","Inwood Hill Park, Boro Zone, Manhattan",8.85
"Clinton West, Yellow Zone, Manhattan","Jamaica, Boro Zone, Queens",15.13
"Clinton West, Yellow Zone, Manhattan","Kensington, Boro Zone, Brooklyn",6.956666667
"Clinton West, Yellow Zone, Manhattan","Kew Gardens, Boro Zone, Queens",12.11
"Clinton West, Yellow Zone, Manhattan","Kew Gardens Hills, Boro Zone, Queens",13.21
"Clinton West, Yellow Zone, Manhattan","Kingsbridge Heights, Boro Zone, Bronx",9.93
"Clinton West, Yellow Zone, Manhattan","Laurelton, Boro Zone, Queens",16.90666667
"Clinton West, Yellow Zone, Manhattan","Lenox Hill East, Yellow Zone, Manhattan",2.733333333
"Clinton West, Yellow Zone, Manhattan","Lenox Hill West, Yellow Zone, Manhattan",1.82
"Clinton West, Yellow Zone, Manhattan","Lincoln Square East, Yellow Zone, Manhattan",1.244444444
"Clinton West, Yellow Zone, Manhattan","Lincoln Square West, Yellow Zone, Manhattan",1.35
"Clinton West, Yellow Zone, Manhattan","Long Island City/Queens Plaza, Boro Zone, Queens",4.08
"Clinton West, Yellow Zone, Manhattan","Manhattanville, Boro Zone, Manhattan",4.9225
"Clinton West, Yellow Zone, Manhattan","Melrose South, Boro Zone, Bronx",9.805714286
"Clinton West, Yellow Zone, Manhattan","Midtown Center, Yellow Zone, Manhattan",1.91
"Clinton West, Yellow Zone, Manhattan","Morningside Heights, Boro Zone, Manhattan",4.92
"Clinton West, Yellow Zone, Manhattan","Morrisania/Melrose, Boro Zone, Bronx",11.61
"Clinton West, Yellow Zone, Manhattan","Mott Haven/Port Morris, Boro Zone, Bronx",6.21125
"Clinton West, Yellow Zone, Manhattan","Mount Hope, Boro Zone, Bronx",8.785
"Clinton West, Yellow Zone, Manhattan","Murray Hill, Yellow Zone, Manhattan",2.49
"Clinton West, Yellow Zone, Manhattan","North Corona, Boro Zone, Queens",13.78
"Clinton West, Yellow Zone, Manhattan","Ocean Hill, Boro Zone, Brooklyn",11.36
"Clinton West, Yellow Zone, Manhattan","Old Astoria, Boro Zone, Queens",5.06
"Clinton West, Yellow Zone, Manhattan","Park Slope, Boro Zone, Brooklyn",8.635
"Clinton West, Yellow Zone, Manhattan","Parkchester, Boro Zone, Bronx",11.57
"Clinton West, Yellow Zone, Manhattan","Prospect-Lefferts Gardens, Boro Zone, Brooklyn",10.49
"Clinton West, Yellow Zone, Manhattan","Prospect Heights, Boro Zone, Brooklyn",7.735714286
"Clinton West, Yellow Zone, Manhattan","Prospect Park, Boro Zone, Brooklyn",8.76
"Clinton West, Yellow Zone, Manhattan","Queensboro Hill, Boro Zone, Queens",10.8
"Clinton West, Yellow Zone, Manhattan","Red Hook, Boro Zone, Brooklyn",7.125
"Clinton West, Yellow Zone, Manhattan","Rego Park, Boro Zone, Queens",8.79
"Clinton West, Yellow Zone, Manhattan","Richmond Hill, Boro Zone, Queens",13.50384615
"Clinton West, Yellow Zone, Manhattan","Ridgewood, Boro Zone, Queens",7.87
"Clinton West, Yellow Zone, Manhattan","Riverdale/North Riverdale/Fieldston, Boro Zone, Bronx",11.59
"Clinton West, Yellow Zone, Manhattan","Schuylerville/Edgewater Park, Boro Zone, Bronx",12.48
"Clinton West, Yellow Zone, Manhattan","Sheepshead Bay, Boro Zone, Brooklyn",21.11
"Clinton West, Yellow Zone, Manhattan","Soundview/Bruckner, Boro Zone, Bronx",0
"Clinton West, Yellow Zone, Manhattan","Soundview/Castle Hill, Boro Zone, Bronx",9.92
"Clinton West, Yellow Zone, Manhattan","Springfield Gardens North, Boro Zone, Queens",17.6
"Clinton West, Yellow Zone, Manhattan","Spuyten Duyvil/Kingsbridge, Boro Zone, Bronx",4.5
"Clinton West, Yellow Zone, Manhattan","Steinway, Boro Zone, Queens",7.126666667
"Clinton West, Yellow Zone, Manhattan","Stuy Town/Peter Cooper Village, Yellow Zone, Manhattan",2.68
"Clinton West, Yellow Zone, Manhattan","Sunnyside, Boro Zone, Queens",8.026666667
"Clinton West, Yellow Zone, Manhattan","Sunset Park East, Boro Zone, Brooklyn",11.28
"Clinton West, Yellow Zone, Manhattan","Sunset Park West, Boro Zone, Brooklyn",9.59
"Clinton West, Yellow Zone, Manhattan","Times Sq/Theatre District, Yellow Zone, Manhattan",1.24
"Clinton West, Yellow Zone, Manhattan","Two Bridges/Seward Park, Yellow Zone, Manhattan",0
"Clinton West, Yellow Zone, Manhattan","Union Sq, Yellow Zone, Manhattan",3.24
"Clinton West, Yellow Zone, Manhattan","University Heights/Morris Heights, Boro Zone, Bronx",9.093333333
"Clinton West, Yellow Zone, Manhattan","Upper West Side North, Yellow Zone, Manhattan",2.576
"Clinton West, Yellow Zone, Manhattan","Washington Heights North, Boro Zone, Manhattan",7.825
"Clinton West, Yellow Zone, Manhattan","Washington Heights South, Boro Zone, Manhattan",6.4525
"Clinton West, Yellow Zone, Manhattan","West Chelsea/Hudson Yards, Yellow Zone, Manhattan",1
"Clinton West, Yellow Zone, Manhattan","West Concourse, Boro Zone, Bronx",0
"Clinton West, Yellow Zone, Manhattan","Woodlawn/Wakefield, Boro Zone, Bronx",14.53
"Clinton West, Yellow Zone, Manhattan","Woodside, Boro Zone, Queens",5.88
"Co-Op City, Boro Zone, Bronx","Allerton/Pelham Gardens, Boro Zone, Bronx",2.026497462
"Co-Op City, Boro Zone, Bronx","Alphabet City, Yellow Zone, Manhattan",18.685
"Co-Op City, Boro Zone, Bronx","Astoria, Boro Zone, Queens",11.449
"Co-Op City, Boro Zone, Bronx","Auburndale, Boro Zone, Queens",7.8
"Co-Op City, Boro Zone, Bronx","Baisley Park, Boro Zone, Queens",13.10666667
"Co-Op City, Boro Zone, Bronx","Battery Park City, Yellow Zone, Manhattan",19.82
"Co-Op City, Boro Zone, Bronx","Bay Ridge, Boro Zone, Brooklyn",33.81
"Co-Op City, Boro Zone, Bronx","Bay Terrace/Fort Totten, Boro Zone, Queens",8.473333333
"Co-Op City, Boro Zone, Bronx","Bedford, Boro Zone, Brooklyn",21.162
"Co-Op City, Boro Zone, Bronx","Bedford Park, Boro Zone, Bronx",4.674431818
"Co-Op City, Boro Zone, Bronx","Bellerose, Boro Zone, Queens",15.16
"Co-Op City, Boro Zone, Bronx","Belmont, Boro Zone, Bronx",5.055074627
"Co-Op City, Boro Zone, Bronx","Bensonhurst East, Boro Zone, Brooklyn",29.08
"Co-Op City, Boro Zone, Bronx","Bensonhurst West, Boro Zone, Brooklyn",30.24666667
"Co-Op City, Boro Zone, Bronx","Bloomfield/Emerson Hill, Boro Zone, Staten Island",38.35
"Co-Op City, Boro Zone, Bronx","Bloomingdale, Yellow Zone, Manhattan",15.4
"Co-Op City, Boro Zone, Bronx","Boerum Hill, Boro Zone, Brooklyn",22.00266667
"Co-Op City, Boro Zone, Bronx","Borough Park, Boro Zone, Brooklyn",30.05
"Co-Op City, Boro Zone, Bronx","Briarwood/Jamaica Hills, Boro Zone, Queens",14.6525
"Co-Op City, Boro Zone, Bronx","Brighton Beach, Boro Zone, Brooklyn",31.2825
"Co-Op City, Boro Zone, Bronx","Bronx Park, Boro Zone, Bronx",4.522727273
"Co-Op City, Boro Zone, Bronx","Bronxdale, Boro Zone, Bronx",2.787162162
"Co-Op City, Boro Zone, Bronx","Brooklyn Heights, Boro Zone, Brooklyn",20.56357143
"Co-Op City, Boro Zone, Bronx","Brooklyn Navy Yard, Boro Zone, Brooklyn",19.455
"Co-Op City, Boro Zone, Bronx","Brownsville, Boro Zone, Brooklyn",18.38
"Co-Op City, Boro Zone, Bronx","Bushwick North, Boro Zone, Brooklyn",18.33333333
"Co-Op City, Boro Zone, Bronx","Bushwick South, Boro Zone, Brooklyn",15.23222222
"Co-Op City, Boro Zone, Bronx","Cambria Heights, Boro Zone, Queens",15.515
"Co-Op City, Boro Zone, Bronx","Canarsie, Boro Zone, Brooklyn",20.82
"Co-Op City, Boro Zone, Bronx","Central Harlem, Boro Zone, Manhattan",11.05545455
"Co-Op City, Boro Zone, Bronx","Central Harlem North, Boro Zone, Manhattan",10.45343023
"Co-Op City, Boro Zone, Bronx","Central Park, Yellow Zone, Manhattan",11.8037931
"Co-Op City, Boro Zone, Bronx","Chinatown, Yellow Zone, Manhattan",18.6252381
"Co-Op City, Boro Zone, Bronx","City Island, Boro Zone, Bronx",4.787142857
"Co-Op City, Boro Zone, Bronx","Claremont/Bathgate, Boro Zone, Bronx",7.236956522
"Co-Op City, Boro Zone, Bronx","Clinton East, Yellow Zone, Manhattan",16.89594595
"Co-Op City, Boro Zone, Bronx","Clinton Hill, Boro Zone, Brooklyn",18.94
"Co-Op City, Boro Zone, Bronx","Clinton West, Yellow Zone, Manhattan",16.69892857
"Co-Op City, Boro Zone, Bronx","Co-Op City, Boro Zone, Bronx",100.1249524
"Co-Op City, Boro Zone, Bronx","College Point, Boro Zone, Queens",8.943333333
